"Find School/District Results"

"OrganizationType","District","OrganizationCode","OrganizationName","Street","City","State","ZIP","Phone","Fax","Website","Education Program","Program Type","Inter-District Magnet","Pre Kindergarten","Kindergarten","Grade 1","Grade 2","Grade 3","Grade 4","Grade 5","Grade 6","Grade 7","Grade 8","Grade 9","Grade 10","Grade 11","Grade 12"
"Program","Learn",="2450414","LEARN Transition Academy","132 Boston Post Road","East Lyme","CT",="06333","860-237-7727",,"http://www.learn.k12.ct.us",,"Transition Community-Based",,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Regional Education Service Center School Districts","Learn",="2450014","Learn","44 Hatchetts Hill Road","Old Lyme","CT",="06371","860-434-4800",,,,,,,,,,,,,,,,,,,
"Program","Learn",="2451214","Learn ABA Program at Center School","49 Lyme Street","Old Lyme","CT",="06371","860-739-2922",,"http://www.learn.k12.ct.us",,"Special Education",,="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1",="1",="1"
"Program","Learn",="2451114","Learn Elementary Intensive Program","29 Society Road","East Lyme","CT",="06357","860-739-2922",,"http://www.learn.k12.ct.us",,"Special Education",,="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0"
"Program","Learn",="2450614","Learn High School","132 Boston Post Road","East Lyme","CT",="06333","860-464-9600 x6308",,"http://www.learn.k12.ct.us",,"Special Education",,="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1"
"Program","Learn",="2450514","Learn Pathways Program","132 Boston Post Road","East Lyme","CT",="06333","860-848-7816",,"http://www.learn.k12.ct.us",,"Special Education",,="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1"
"Program","Learn",="2450814","Learn SAILS Middle School Program","51 Daniels Avenue","Waterford","CT",="06385","860-443-0461",,"http://www.learn.k12.ct.us",,"Special Education",,="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="0",="0",="0",="0"
"Regional Education Service Center Schools","Learn",="2456114","Marine Science Magnet High School of Southeastern Connecticut","130 Shennecossett Road","Groton","CT",="06340","860-434-4800",,"http://www.msmhs.com",,,"Yes",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Regional Education Service Center Schools","Learn",="2450114","Regional Multicultural Magnet School","One Bulkeley Place","New London","CT",="06320","860-437-7775",,"http://www.rmms.k12.ct.us",,,"Yes",="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Regional Education Service Center Schools","Learn",="2450314","Riverside Magnet School at Goodwin College","29 Willowbrook Rd","East Hartford","CT",="06118","860-434-4800",,,,,"Yes",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Regional Education Service Center Schools","Learn",="2450214","The Friendship School","24 Rope Ferry Rd.","Waterford","CT",="06385","860-447-4049",,"http://www.thefriendshipschool.org",,,"Yes",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Regional Education Service Center Schools","Learn",="2456214","Three Rivers Middle College Magnet School","574 New London Turnpike","Norwich","CT",="06360","860-859-9203","860-434-4837",,,,"Yes",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1"
"Public Schools","Lebanon School District",="0710111","Lebanon Elementary School","479 Exeter Rd.","Lebanon","CT","06249-1505","860-642-7593",,"http://www.lebanonct.org",,,,="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Lebanon School District",="0715111","Lebanon Middle School","891 Exeter Rd.","Lebanon","CT","06249-1742","860-642-4702",,"http://www.lebanonct.org",,,,="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="0",="0",="0",="0"
"Public School Districts","Lebanon School District",="0710011","Lebanon School District","891 Exeter Road","Lebanon","CT",="06249","860-642-7795",,"http://www.lebanonct.org",,,,,,,,,,,,,,,,,
"Public Schools","Lebanon School District",="0716211","Lyman Memorial High School","917 Exeter Rd.","Lebanon","CT","06249-1742","860-642-7567","860-642-3523","http://www.lebanonct.org",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","Ledyard School District",="0720211","Gales Ferry School","1858 Route 12","Gales Ferry","CT",="06335","860-464-7664","860-464-5138","http://gfsjwl.ledyard.net",,,,="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Ledyard School District",="0720411","Gallup Hill School","169 Gallup Hill Rd.","Ledyard","CT","06339-1830","860-536-9477","860-572-2788","http://ghs.ledyard.net/",,,,="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0"
"Public Schools","Ledyard School District",="0720311","Juliet W. Long School","1854 Route12","Gales Ferry","CT","06335-1127","860-464-2780","860-464-5139","http://gfsjwl.ledyard.net",,,,="0",="0",="0",="0",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0"
"Public Schools","Ledyard School District",="0720111","Ledyard Center School","740 Colonel Ledyard Hwy.","Ledyard","CT","06339-1541","860-464-8080","860-464-5140","http://lcs.ledyard.net/",,,,="0",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0"
"Public Schools","Ledyard School District",="0726111","Ledyard High School","24 Gallup Hill Rd.","Ledyard","CT","06339-1512","860-464-9600","860-464-1990","http://lhs.ledyard.net/",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","Ledyard School District",="0725111","Ledyard Middle School","1860 Route 12","Gales Ferry","CT","06335-1127","860-464-3188","860-464-2155","http://lms.ledyard.net/",,,,="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0"
"Public School Districts","Ledyard School District",="0720011","Ledyard School District","4 Blonder Boulevard","Ledyard","CT",="06339","860-464-9255",,"http://ledyard.net",,,,,,,,,,,,,,,,,
"Program","Ledyard School District",="0720511","Ledyard Transition Academy","18 Hurlbutt Road","Gales Ferry","CT",="06335","860-464-9255","860-464-8589","http://www.ledyard.net",,"Transition Community-Based",,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Public Schools","Lisbon School District",="0730111","Lisbon Central School","15 Newent Rd.","Lisbon","CT","06351-2926","860-376-2403 x232","860-376-1102","http://www.lisbonschool.org",,,,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Public School Districts","Lisbon School District",="0730011","Lisbon School District","15 Newent Road","Lisbon","CT",="06351","860-376-5565",,"http://www.lisbonschool.com",,,,,,,,,,,,,,,,,
"Public Schools","Litchfield School District",="0740211","Center School","125 West St., P.O. Box 110","Litchfield","CT",="06759","860-567-7510",,"http://litchfieldschools.org/lcs/lcs.html",,,,="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Litchfield School District",="0746111","Litchfield High School","14 Plumb Hill Road, P.O. Box 110","Litchfield","CT",="06759","860-567-7530",,"http://litchfieldschools.org/lhs/lhs.html",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","Litchfield School District",="0740311","Litchfield Intermediate School","35 Plumb Hill Road, P.O. Box 110","Litchfield","CT",="06759","860-567-7520",,"http://litchfieldschools.org/lis/lis.html",,,,="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0",="0",="0"
"Public Schools","Litchfield School District",="0746011","Litchfield Middle School","14 Plumb Hill Road","Litchfield","CT","06759-0110","860-567-7540","860-567-7544","http://www.litchfieldschools.org",,,,="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0"
"Public School Districts","Litchfield School District",="0740011","Litchfield School District","35 Plumb Hill Road, P.O. Box 110","Litchfield","CT",="06759","860-567-7500","860-567-7508","http://www.litchfieldschools.org",,,,,,,,,,,,,,,,,
"Public Schools","Madison School District",="0766111","Daniel Hand High School","286 Green Hill Rd.","Madison","CT",="06443","203-245-6350",,"http://www.danielhand.org/",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","Madison School District",="0760611","Dr. Robert H. Brown Middle School","980 Durham Rd.","Madison","CT","06443-1843","203-245-6400",,"http://www.brownmiddleschool.org",,,,="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0"
"Public Schools","Madison School District",="0760211","Island Avenue Elementary School","20 Island Ave.","Madison","CT","06443-3013","203-245-6450",,"http://www.islandavenue.org/",,,,="0",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Madison School District",="0760111","J. Milton Jeffrey Elementary School","331 Copse Rd.","Madison","CT","06443-2372","203-245-6460",,"http://www.jeffreyschool.org",,,,="0",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Madison School District",="0760311","Kathleen H. Ryerson Elementary School","982 Durham Rd.","Madison","CT","06443-1843","203-245-6440",,"http://www.khryerson.org",,,,="0",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Public School Districts","Madison School District",="0760011","Madison School District","10 Campus Drive, Drawer 71","Madison","CT",="06443","203-245-6300",,"http://www.madison.k12.ct.us",,,,,,,,,,,,,,,,,
"Program","Madison School District",="0769011","Town Campus Learning Center","2 Campus Dr.","Madison","CT",="06433","203-245-1078",,"http://www.madison.k12.ct.us/tclc.htm",,"Special Education-Pre-K Only",,="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Madison School District",="0765211","Walter C. Polson Upper Middle School","302 Green Hill Rd.","Madison","CT","06443-2283","203-245-6480",,"http://www.polsonmiddleschool.org",,,,="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0"
"Colleges and Universities","Manchester Community College",="5790038","Manchester Community College","P.O. Box 1046    Great Path","Manchester","CT",="06045","860-512-3000",,,,,,,,,,,,,,,,,,,
"Public Schools","Manchester School District",="0770111","Bowers School","141 Princeton St.","Manchester","CT","06042-3272","860-647-3313","860-647-5001","http://www.mpspride.org/",,,,="0",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Manchester School District",="0770311","Buckley School","250 Vernon St.","Manchester","CT","06042-3473","860-647-3302","860-647-5007","http://www.mpspride.org/",,,,="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Program","Manchester School District",="0771111","Elementary Site 2","134 E Middle Tnpk","Manchester","CT",="06040","860-647-3521",,"http://@mpspride.org",,"Alternative",,="0",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Manchester School District",="0771711","Elisabeth M. Bennet Academy","1151 Main St.","Manchester","CT","06040-6011","860-647-3571","860-647-3577","http://www.mpspride.org/",,,,="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0"
"Public Schools","Manchester School District",="0770411","Highland Park School","397 Porter St.","Manchester","CT","06040-5575","860-647-3430","860-647-6376","http://www.mpspride.org/",,,,="0",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Manchester School District",="0775311","Illing Middle School","227 Middle Tpke E","Manchester","CT","06040-4261","860-647-3400","860-647-3419","http://www.mpspride.org/",,,,="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0"
"Public Schools","Manchester School District",="0770611","Keeney School","179 Keeney St.","Manchester","CT","06040-7017","860-647-3354","860-647-5043","http://www.mpspride.org/",,,,="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Manchester School District",="0776111","Manchester High School","134 MiddleTpke E","Manchester","CT","06040-4260","860-647-3530","860-646-3727","http://www.mpspride.org/",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Program","Manchester School District",="0770211","Manchester High School-Site 2","134 East Middle Turnpike","Manchester","CT",="06042","860-647-3342","860-647-5038",,,"Alternative",,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Program","Manchester School District",="0771511","Manchester Middle Academy","27 Adams Street","Manchester","CT",="06040","860-647-3442",,"https://www.mpspride.org/",,"Alternative",,="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="0",="0",="0",="0"
"Program","Manchester School District",="0770811","Manchester Preschool - Site 2","134 Middle Turnpike","Manchester","CT",="06042","860-647-3452",,,,"Pre-Kindergarten",,="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Program","Manchester School District",="0778011","Manchester Preschool Center","60 Washington Street","Manchester","CT","06042-3517","860-647-3502","860-647-5045","http://www.mpspride.org/",,"Pre-Kindergarten",,="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Program","Manchester School District",="0779011","Manchester Regional Academy","665 Wetherell St.","Manchester","CT","06040-6348","860-647-3495","860-647-3506","http://www.mpspride.org/",,"Alternative",,="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1"
"Public School Districts","Manchester School District",="0770011","Manchester School District","45 North School Street","Manchester","CT","06042-2010","860-647-3441","860-647-5042","http://www.mpspride.org/",,,,,,,,,,,,,,,,,
"Program","Manchester School District",="0779111","Manchester Transition Center","11 Center Street","Manchester","CT","06040-5002","860-647-3521 x70232",,"http://www.mpspride.org/",,"Transition Community-Based",,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Public Schools","Manchester School District",="0771611","Martin School","140 Dartmouth Rd.","Manchester","CT","06040-6616","860-647-3367","860-647-3492","http://www.mpspride.org/",,,,="0",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Program","Manchester School District",="0770711","New Horizons","665 Wetherell Street","Manchester","CT",="06040","860-647-3496","860-647-3506",,,"Alternative",,="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1"
"Public Schools","Manchester School District",="0771211","Verplanck School","65 N School Street","Manchester","CT",="06042","860-647-3383","860-647-5029","http://www.mpspride.org/",,,,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Manchester School District",="0771311","Waddell School","163 Broad Street","Manchester","CT",="06042","860-647-3392","860-647-6377","http://www.mpspride.org/",,,,="0",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Manchester School District",="0771411","Washington School","94 Cedar St.","Manchester","CT","06040-5890","860-647-3332","860-647-5026","http://www.mpspride.org/",,,,="0",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Mansfield School District",="0780411","Annie E. Vinton School","306 Stafford Rd.","Mansfield Center","CT","06250-1424","860-423-3086",,"http://www.mansfieldct.gov/mboe",,,,="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Mansfield School District",="0780211","Dorothy C. Goodwin School","321 Hunting Lodge Rd.","Storrs","CT","06268-1508","860-429-4630",,"http://www.mansfieldct.gov/mboe",,,,="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Mansfield School District",="0785111","Mansfield Middle School","205 Spring Hill Rd.","Storrs","CT","06268-2819","860-429-9341",,"http://www.mansfieldct.gov/mboe",,,,="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="0",="0",="0",="0"
"Public School Districts","Mansfield School District",="0780011","Mansfield School District","4 South Eagleville Road","Storrs","CT",="06268","860-429-3350",,"http://www.mansfieldct.gov/mboe",,,,,,,,,,,,,,,,,
