Municipality,Initials,Fisc_Year_End,numbered,Comptroller Town Code,County_Identifier,Invested In Capital Assets Net of Related Debt,Unrestricted Net Assets,Total Net Assets,Change In Net Assets,Inter_Gov_Rev,Tax_Rev,Total_Revenue,Education,Debt_Service,Total_Expenditures,TOTAL_Trans_to_Genl_Fund,Other_Financing_Sources,TOTAL_Trans_from_Genl_Fund,Other_Financing_Uses,Operating_Surplus_(Deficit)_Including_Transfers,Prior_Yr_OP_Surplus_(Def)_including_sources_and_uses,Operating_Surplus_(Deficit)_Including_Sources_And_Uses,Special / Extraordinary Items,RSD_DEBT,TOWN_Bonded_Long_Term_Debt,Total_Bonded_Long_Term_Debt_(RSD_+_Town),Reserv_Fund_Bal,Design_Fund_Bal,Total_Fund_Bal,Restatement (Y or N),Unreserved_Fund_Bal,Deficit - Individual Enterprise Funds (Y or N),Deficit - Individual Internal Service Funds (Y or N),Curr_Year_Adjusted_Taxes_Collectible,Curr_Year_Taxes_Collected,Curr_Year_Tax_Collection_Rate,Total_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Overal_Total_Tax_Collection_Rate,Population,Moody's_Bond_Ratings,area lmt,ACGLFY,EGL,TANF Recipients,empl,ACMR,enrollmt,RPA Identifier
HEBRON,,2012,68,67,T,49016212,5215082,54540996,1255942,8531099,26356371,35729535,26592584,1930732,34800837,474029,529785,1091544,1091544,311183,,366939,0,12606149.62,7400210,20006359.62,,,3279342,,,,,26370297,25975464,0.985027358622468,27081568,26203615,0.967581160736335,9624,Aa2,,868218820,1115238901.29,8,0.057304563141139,30.26,2080.81,
KENT,,2012,69,68,L,9539728,4337856,13934963,249895,795244,9483970,10682291,6691378,826463,10179641,24009,4132070,588426,4617380,-61767,,17340,0,572328.05,4930000,5502328.05,,,2960284,,,,,9367480,9252594,0.987735655693954,9693771,9370308,0.966631871126314,2951,Aa2,,660005006,810280826.91,6,0.059045226130653,14.27,339.37,
KILLINGLY,,2012,70,69,W,97765533,17963381,116355514,-486136,21912766,28019655,52931804,41301709,2748347,53660123,500815,549204,1239870,1239870,-1467374,,-1418985,0,,26420696,26420696,,,9474809,,,,,28005174,27398276,0.978329075905759,29033321,27934193,0.962142532712672,17269,Aa2,,1311450736,1626787833,191,0.105990783410138,19.2,2549.12,
KILLINGWORTH,,2012,71,70,M,24630446,5352114,29982560,-528247,2722055,18724175,21798520,16985013,281122,20730259,0,0,445500,445500,622761,,622761,0,7562100.83,2570000,10132100.83,,,3174403,,,,,18657771,18520110,0.992621787457891,18769666,18588989,0.990373989606421,6504,Aa2,,818293169,1010340965.92,6,0.061861364264015,22.77,1067.3,
LEBANON,,2012,72,71,NL,30557278,4633294,38631168,1065131,7764509,14797966,23843755,18954614,794057,22618116,750067,750067,1236082,1236082,739624,,739624,0,,3660535,3660535,,,2813613,,,,,15058644,14718842,0.977434754417463,15434677,14965364,0.969593597585489,7326,,,658930140,870115361.01,32,0.077551973837888,22.8,1186.02,
LEDYARD,,2012,73,72,NL,44232219,3599104,48107500,-1265165,18750904,30349274,51666931,32771856,1642953,50359063,786222,786222,1758792,1758792,335298,,335298,0,,13429913,13429913,,,3862171,,,,,30231449,29860738,0.987737570898438,30618122,30121679,0.983785974855022,15077,Aa2,,1091877538,1560175001.43,63,0.076988567258575,27.93,2528.9699999999998,
LISBON,,2012,74,73,NL,7629982,2394764,10449994,1129348,5005377,6997811,13303995,10024384,1143918,13596314,0,3755711,181376,3167886,-473695,,295506,0,,3936421,3936421,,,2229543,,,,,6909769,6792749,0.983064556861452,7094972,6889508,0.971040900513772,4355,Aa3,,406919758,505719282.89,19,0.080203442879499,16.86,655.36,
LITCHFIELD,,2012,75,74,L,38518000,14448000,52976000,4006000,3352000,24652000,28532000,18102000,3582000,27908000,447000,447000,353000,353000,718000,,718000,0,,29870000,29870000,,,4895000,,,,,24488000,24020000,0.980888598497223,25134000,24416000,0.971433118484921,8353,Aa2,,1100594853,1425528146.97,16,0.069756554307116,22.2,1154.29,
LYME,,2012,76,75,NL,7590239,880802,8620571,945662,358924,8117154,8691592,5862930,416086,8665051,3750,3750,125000,125000,-94709,,-94709,0,8156245.34,0,8156245.34,,,1083943,,,,,8097973,8020116,0.990385618722117,8231001,8086611,0.982457783688764,2403,,,604728085,786819969.89,3,0.055776892430279,13.5,297.86,
MADISON,,2012,77,76,NH,76395822,16702511,93482189,3431603,8300730,66155979,76712312,52720499,4101296,73215766,64100,64100,3062032,3062032,498614,,498614,0,,39460000,39460000,,,10028892,,,,,66347409,65889778,0.993102503821965,67031518,66111966,0.986281796572174,18291,Aaa,,3432946993,4321079300.63,9,0.058975685463011,19.43,3519.3,
ANDOVER,,2012,1,1,T,5928214,2622029,8647792,261519,2835725,7520427,10451841,8408601,132885,10178489,0,0,59,59,273293,,273293,0,3859499.98,900000,4759499.98,,,2029919,,,,,7657199,7572674,0.988961368249669,7738418,7618466,0.984499157321303,3272,,,277779008,375282777.61,11,0.067260138476756,27.6,608.16,
ANSONIA,,2012,2,2,NH,34219254,11665643,45891459,-1425498,26864426,30079600,60502603,33764768,8738794,60374860,0,0,0,0,127743,,127743,0,,18324741,18324741,,,8759386,,,,,30667475,29491520,0.961654652037704,33255713,30418647,0.914689364801771,19158,Aa3,,1165382074,1456089783.38,289,0.100827250608273,26.25,2710.56,
ASHFORD,,2012,3,3,W,12401512,3095434,16899822,362223,5120557,8882703,14422540,11084777,499209,13933046,0,0,93463,93463,396031,,396031,0,2543487.65,2905000,5448487.65,,,1822521,,,,,8826425,8641907,0.979094820383111,9378234,8793547,0.937654893234696,4284,Aa3,,343837767,405748470.94,21,0.081440877055599,25.6,702.71,
AVON,,2012,4,4,H,115379009,12329474,127708483,4035090,10519982,66477970,79568080,51292289,4658237,77584466,33432,33432,903060,903060,1113986,,1113986,0,,29570000,29570000,,,9119240,,,,,66261613,66072909,0.997152136939377,66435130,66204680,0.996531202693515,18283,Aaa,,2638616860,3572440735.74,14,0.05379980974527,25.04,3538,
BARKHAMSTED,,2012,5,5,L,3962416,3254663,7217079,112890,2118537,8445529,10688900,8597998,15254,10524397,0,0,155040,155040,9463,,9463,0,1458054.41,1925000,3383054.41,,,1456193,,,,,8435758,8245347,0.977428110194721,8907115,8353532,0.937849348526431,3759,,,370660182,531437283.19,4,0.08300395256917,22.67,650.16,
BEACON FALLS,,2012,6,6,NH,11924797,1120603,13285976,1042103,4488715,14110201,19057733,13312652,302547,18881175,50000,109450,235900,235900,-9342,,50108,0,8535227.65,2597092,11132319.65,,,872562,,,,,13962723,13487356,0.965954563447259,15031156,13816067,0.919161972638698,6065,,,540455641,636220057.79,24,0.080296296296296,26.1,994.91,
BERLIN,,2012,7,7,H,57119702,19290018,76567108,539496,13319574,57384370,75213076,45044221,2862610,73665280,317390,429578,1047083,1047083,818103,,930291,0,,27583238,27583238,,,11298003,,,,,57082130,56246044,0.985352929191675,58811019,56801878,0.965837337387404,20463,Aa2,,2315395129,3173994699.68,32,0.06872852233677,24.5,3078.92,
BETHANY,,2012,8,8,NH,17445773,4180856,22327162,148822,3233000,17388184,21332188,15411290,1155706,20977192,0,5960736,509819,6028380,-154823,,287352,0,9414819.59,7589088,17003907.59,,,2989420,,,,,17361758,17122459,0.986216891169661,17624644,17263580,0.979513685496286,5550,Aa2,,617087907,818192357.96,13,0.061812297734628,28.06,973.53,
BETHEL,,2012,9,9,F,66099503,6395674,73003754,666305,13030608,54167031,68326365,42185635,3810542,65588401,0,0,553779,553779,2184185,,2184185,0,,32796404,32796404,,,9217598,,,,,52657934,52046713,0.988392613352434,53603542,52767619,0.984405452162098,19161,Aa2,,2312832450,2769107285.61,43,0.065665353970144,23.24,2962.34,
BETHLEHEM,,2012,10,10,L,5457212,3290177,8779670,770936,1505732,8473981,10207024,6870029,0,9229588,0,0,839811,839811,137625,,137625,0,723295.62,0,723295.62,,,1383137,,,,,8341223,8150950,0.977188836696969,8885917,8370600,0.942007448415285,3566,,,405637873,552927753.64,1,0.066995073891626,20.67,453.24,
BLOOMFIELD,,2012,11,11,H,96086025,-25275037,70810988,4112543,12018377,66310109,80049238,41407469,5486120,79905303,197911,274276,733186,733186,-391340,,-314975,0,,63591061,63591061,,,13084409,,,,,65281933,64404520,0.986559635113746,66998570,65566643,0.978627499064532,20602,Aa2,,1954832232,2786819016.49,177,0.099970217412886,33.700000000000003,2374.3000000000002,
BOLTON,,2012,12,12,T,29836729,1526016,31948447,3738514,4994535,14099797,19739348,13711064,1215446,18821439,0,29845,531818,531818,386091,,415936,0,,14502410,14502410,,,2011070,,,,,13943188,13778394,0.988181038654861,14227211,13944051,0.980097293840655,4960,Aa3,,477288285,639975196.83,13,0.064194987984895,29.33,828.29,
BOZRAH,,2012,13,13,NL,5522554,1039661,6877471,-68601,2190134,5405496,7788433,5548197,444872,7477622,25952,25952,0,0,336763,,336763,0,,4306479,4306479,,,527301,,,,,4949866,4859397,0.981722939570485,5300962,4984415,0.9402849897811,2638,A1,,243404219,299899708.42,15,0.082952318745918,22,349.75,
BRANFORD,,2012,14,14,NH,83819090,32368648,116433488,3510276,9720290,83858159,98559752,54721423,6848487,95394689,430039,851173,2922376,2922376,672726,,1093860,0,,55742886,55742886,,,19340439,,,,,83707138,82259180,0.98270209644487,86499681,83267282,0.962631087622161,28024,Aa1,,3446825087,4932416163.28,112,0.072453285111513,24.27,3393.42,
BRIDGEPORT,,2012,15,15,F,552338566,-400754807,154745023,14732224,231508096,274118745,525041173,259297544,70974002,529381169,500000,500000,0,0,-3839996,,-3839996,0,,695608000,695608000,,,12720514,,,,,275342273,267783020,0.972545977347982,312560537,270246149,0.864620183961355,146425,A1,,6985043932,8760393531.69,3910,0.124964400809413,39.64,20870.82,
BRIDGEWATER,,2012,16,16,L,3771082,3696569,8790957,-115330,187351,6772551,7259541,5022059,0,7168165,0,0,45000,45000,46376,,46376,0,863280.08,0,863280.08,,,3424180,,,,,6759286,6727134,0.995243284571773,6822497,6752287,0.989709046409255,1702,,,416521811,494235815.66,0,0.052518756698821,16.25,205.32,
BRISTOL,,2012,17,17,H,226701000,46977000,274608000,32298000,66772000,117518000,190282000,100448000,7165000,156356000,1562000,26317000,34681000,59250000,807000,,993000,0,,83839000,83839000,,,29430000,,,,,117021000,115615000,0.987985062510148,119536000,116804000,0.977144960513987,60603,Aa2,,4272946245,5587418251.63,831,0.086493066896285,27.24,8636.5300000000007,
BROOKFIELD,,2012,18,18,F,32104917,-3889879,28215038,-2452012,6795024,52186945,59944938,39846302,4755814,59127889,0,892558,992105,992105,-175056,,717502,0,,35585096,35585096,,,6045628,,,,,51739800,51325201,0.99198684571645,52575731,51818674,0.985600637678247,16783,Aa1,,2615921837,3119479688.21,36,0.065084893339138,19.940000000000001,2904.83,
BROOKLYN,,2012,19,19,W,23164916,2621982,26262834,349463,9690564,11808746,22021499,16973810,2889756,21370443,0,11145,447490,447490,203566,,214711,0,,4662866,4662866,,,1970823,,,,,11708068,11397984,0.97351535710247,12405245,11628203,0.93736181752154,8203,A1,,521979567,699341454.98,61,0.093835107699926,22.38,1264.51,
BURLINGTON,,2012,20,20,H,9775963,6853140,16647422,-230665,5127718,25093092,31441626,22567658,520501,30755494,0,0,70729,70729,615403,,615403,0,15428688.52,3717433,19146121.52,,,4260732,,,,,24792920,24555334,0.990417183615322,25454952,24881671,0.977478606127405,9434,Aa2,,922464098,1241201725.7,6,0.06312662458225,26.75,1778.71,
CANAAN,,2012,21,21,L,3552207,1509351,5206370,-35940,688386,3877400,4723354,3215901,91717,4612243,24511,24511,108615,108615,27007,,27007,0,388889.61,514000,902889.61,,,952148,,,,,3846053,3783667,0.983779214691009,3934842,3833538,0.974254620642964,1218,,,188188760,284771304.48,10,0.063609467455621,20.5,141,
CANTERBURY,,2012,22,22,W,8625942,4454627,13091654,329825,6286761,8246561,14711118,11472655,82432,14022624,0,0,1153551,1153551,-465057,,-465057,0,,550000,550000,,,2200778,,,,,8075777,7909311,0.979386998922828,8461062,8122877,0.960030431168097,5106,,,380008455,501240917.08,18,0.083574413371906,21.2,720.98,
CANTON,,2012,23,23,H,66915083,10819600,77923624,2247089,7311860,29773217,38058514,25324536,2293281,35791201,0,0,1001321,1001321,1265992,,1265992,0,,10538331,10538331,,,6677310,,,,,29521094,29211703,0.989519663465046,30449156,29538174,0.970081863681213,10351,Aa2,,1121224936,1557809829.57,13,0.055872686386438,26.28,1771.73,
CHAPLIN,,2012,24,24,W,6078799,975082,7130092,592966,2646028,5194116,7925420,5626443,27790,7153357,0,0,356811,356811,415252,,415252,0,0,180122,180122,,,1339197,,,,,5195831,5048344,0.971614357741813,5304909,5118167,0.96479826515403,2286,,,172251937,241368512.75,16,0.079699248120301,30.15,301.79000000000002,
CHESHIRE,,2012,25,25,NH,110273337,8453576,121316196,2743641,23993678,76299237,103062041,67408514,9936790,103981303,803652,6778916,745000,6608084,-860610,,-748430,0,,57172608,57172608,,,11757659,,,,,75961009,75683912,0.996352115333276,76107993,75754835,0.99535977778313,29300,Aa1,,2840240842,4000682851.15,25,0.064640087833665,26.85,4784.84,
CHESTER,,2012,26,26,M,9263073,3319670,12687122,637484,1215200,11081320,12600561,9115305,250160,12274609,153544,153544,526784,526784,-47288,,-47288,0,4354452.13,1857579,6212031.13,,,1514189,,,,,11049827,10955634,0.991475613147609,11219244,11005471,0.980945864088525,4245,Aa3,,500981070,686977349.08,6,0.054817987152034,22.11,529.84,
CLINTON,,2012,27,27,M,37625130,4857083,42482213,-1388973,11674036,37169019,49723025,32273832,2025662,48147882,198603,198603,1940571,1940571,-166825,,-166825,0,,17115000,17115000,,,8448116,,,,,37085402,36792037,0.992089474990725,37678450,36985906,0.981619626072729,13196,Aa2,,1490408085,2130140264.29,39,0.069426420970672,24.92,2057.31,
COLCHESTER,,2012,28,28,NL,60638175,4315354,65888550,-1810827,19517186,33794551,54641781,40492902,3229422,53324825,214746,214746,583058,583058,948644,,948644,0,,15905000,15905000,,,4563969,,,,,33774748,33249659,0.984453207467307,34969363,33587513,0.960483981363916,16187,Aa3,,1297297874,1768924794.11,50,0.072715217151066,25.85,3062.92,
COLEBROOK,,2012,29,29,L,5560797,1445744,7013849,263589,959753,4706046,5713466,3978880,89626,5616622,0,0,190400,190400,-93556,,-93556,0,654234.08,618155,1272389.08,,,957340,,,,,4718284,4596901,0.974273909751935,4896019,4661166,0.952031844647662,1461,,,182139408,260445068.57,0,0.057356608478803,26,221.84,
COLUMBIA,,2012,30,30,T,10946944,5596309,16553786,1146743,4299003,12589812,17204283,11931065,835193,15746747,14127,14127,764127,764127,707536,,707536,0,,2250000,2250000,,,3794648,,,,,12602440,12376937,0.982106401617465,12886306,12477518,0.968277332542002,5461,Aa2,,534100530,687043325.73,9,0.067375886524823,23.55,737.82,
CORNWALL,,2012,31,31,L,6148690,2734492,8953825,647758,1049616,5713265,6938288,4096802,227951,5911165,2256,1952194,1156500,2991500,-127121,,-12183,0,352202.22,1900000,2252202.22,,,1982273,,,,,5689537,5610880,0.986175149225675,5944302,5637004,0.948303770568857,1399,Aa2,,454746840,510908378.77,0,0.05830164765526,12.5,159.88,
COVENTRY,,2012,32,32,T,95163804,12461930,107629296,758581,12694185,26509011,39759918,27995105,2746647,39287534,691540,691540,365432,365432,798492,,798492,0,,23984608,23984608,,,3862955,,,,,26385567,25796278,0.977666236999948,27465333,26220505,0.954676391507796,12425,Aa3,,969387403,1331531195.14,39,0.079293919865509,27,1889.13,
CROMWELL,,2012,33,33,M,92786514,7620916,100466709,915786,7379711,37357669,46063164,28116330,3908438,45433565,476966,476966,477463,477463,629102,,629102,0,,28514864,28514864,,,4918721,,,,,37316375,36967505,0.990651021166981,38346650,37256742,0.971577491123736,14217,,,1391647305,1905273841.37,48,0.068568568568569,26.8,2034.61,
DANBURY,,2012,34,34,F,147295078,-5363038,142722746,-1393601,47293595,168088383,225901142,129949781,15791843,226562781,245814,17020491,1158428,16259541,-1574253,,99311,0,,153312077,153312077,,,28292856,,,,,168271128,166103116,0.987115959667187,174190169,168006974,0.964503191910905,82807,Aa1,,7817419062,9696064957.55,506,0.068695803738725,21.69,10615.37,
DARIEN,,2012,35,35,F,89174250,28579716,119006710,362362,13207295,106517751,124826191,86509642,10559331,123251530,638020,638020,1405575,1405575,807106,,807106,0,,99005273,99005273,,,18536294,,,,,106717082,106074171,0.99397555679043,107790230,106150747,0.984790059358812,21114,Aaa,,8795413483,11544591565.76,10,0.061220113648547,12.2,4834.92,
DEEP RIVER,,2012,36,36,M,11216891,-460613,10827631,1111561,2928640,11782802,15520419,10717646,102758,15754287,208112,646477,315200,315200,-340956,,97409,0,4594262.81,405741,5000003.81,,,323634,,,,,11658655,11499374,0.986337960939748,12014476,11664734,0.970889949757276,4603,,,478667206,684869065.71,1,0.072018890200708,24.28,648,
DERBY,,2012,37,37,NH,48310996,-6448503,41871116,-699599,11842416,25109974,39565556,18898160,1374436,39144181,0,0,512887,512887,-91512,,-91512,0,,10103867,10103867,,,1642597,,,,,25449328,24587605,0.966139656025495,26674588,25055673,0.939308715845958,12830,Aa3,,911734591,1091576401.2,151,0.090883312065788,27.9,1572.45,
DURHAM,,2012,38,38,M,39391518,3724702,43147748,-145786,4672489,22206720,27263483,21677624,0,26906651,225110,225110,730185,730185,-148243,,-148243,0,9660057,78594,9738651,,,1924044,,,,,22120933,21854134,0.987939071105184,22483795,22073891,0.98176891401118,7368,,,726841238,1039135068.57,2,0.060955518945634,30.46,1340.1,
EAST GRANBY,,2012,39,40,H,18917335,3207913,24311099,-848398,2825510,15222621,18347775,13237128,408917,17748836,0,0,387556,387556,211383,,211383,0,,7200000,7200000,,,3223146,,,,,15188580,14935593,0.983343604207898,15588369,15080771,0.967437388735153,5184,Aa2,,561917917,748993765.92,9,0.061113007852509,27,890.4,
EAST HADDAM,,2012,40,41,M,51404744,15285171,67130202,956954,7001530,20738239,28573678,20323325,2041687,29009622,799596,799596,411070,411070,-47418,,-47418,0,,18548705,18548705,,,5833442,,,,,20680064,20458313,0.989277064132877,20997962,20599689,0.981032778323915,9158,,,983357843,1313702461.48,9,0.070714689798227,21.1,1302.76,
EAST HAMPTON,,2012,41,42,M,70148958,8359229,81691187,2205695,11601455,29094729,41214379,29238599,1256530,39279217,0,0,1704661,1704661,230501,,230501,0,,6414338,6414338,,,4581155,,,,,28705137,28141477,0.980363793421366,29788576,28722303,0.964205304745014,12940,Aa3,,1114684030,1592790942.86,39,0.073713490959666,25.68,1996.51,
EAST HARTFORD,,2012,42,43,H,112960000,-20864000,92286000,-5125000,60641000,107495000,178618000,97696000,9758000,176696000,506000,5979000,797000,6208000,1631000,,1693000,0,,60368000,60368000,,,15211000,,,,,106016000,103104000,0.972532447932388,110017000,105433000,0.958333712062681,51272,Aa2,,3092116582,3966619309.2,980,0.10561797752809,34.42,8141.51,
EAST HAVEN,,2012,43,44,NH,48709002,-14803563,35935333,-2626764,26415418,60386012,89353313,48339563,7424638,89129239,12969,12969,0,0,237043,,237043,0,,44957321,44957321,,,437843,,,,,60056771,58428197,0.972882757882538,62680260,59265693,0.945524045369308,29190,A3,,2261591957,2805476865.48,228,0.089246525237747,26.59,3674.27,
EAST LYME,,2012,44,45,NL,57473716,16876122,74353228,-738970,13081658,45043599,64412658,45459821,6107004,65819678,1944469,9744307,52480,7731228,484969,,606059,0,,48135787,48135787,,,5961024,,,,,45122627,44399761,0.983979966414633,46018017,44731229,0.972037300086182,18892,Aa2,,2329404814,3019753443.38,36,0.076683615232956,19.472000000000001,2784.26,
EAST WINDSOR,,2012,45,47,H,44027144,8757708,53149623,4774946,8420974,26659418,36119471,21503161,1714118,34054890,0,0,483884,483884,1580697,,1580697,0,,8262457,8262457,,,5516556,,,,,26420692,25790429,0.976145098697642,27782388,26281430,0.945974478507751,11387,Aa2,,1081994877,1404317112.48,59,0.08941717791411,24.375599999999999,1369.13,
EASTFORD,,2012,46,39,W,2813630,1156031,4091613,349429,1655934,3464512,5239756,3756017,58609,4929004,2323,193598,421445,421445,-108370,,82905,0,,157346,157346,,,1099480,,,,,3448238,3362312,0.975081186391427,3537776,3417566,0.966021025638706,1730,,,161986262,173430595.44,1,0.058212058212058,21.25,233.92,
EASTON,,2012,47,46,F,55882832,6836931,62719763,2813881,2366020,37864061,41954673,26784954,3446341,41656388,95000,7203387,138805,7134433,254480,,367239,0,9223132.5,27729042,36952174.5,,,4177219,,,,,38033479,37508478,0.986196345593313,38754638,37671054,0.97203988849025,7603,Aaa,,1671596103,1898190022.83,1,0.057959401709402,22.95,1509.12,
ELLINGTON,,2012,48,48,T,46867137,11064602,58661846,8702849,14663268,34334410,50471837,33773953,2270638,48844182,76092,8922904,94923,8816643,1608824,,1733916,0,,12375544,12375544,,,8582749,,,,,34331008,33828181,0.985353561421791,35374829,34220317,0.967363460612064,15779,Aa3,,1242143466,1775579565.71,50,0.063893653516295,27.5,2766.34,
ENFIELD,,2012,49,49,H,191750000,26465000,220198000,185000,43580000,76401000,128435000,71140000,3952000,125862000,52000,572000,3444000,3444000,-819000,,-299000,0,,28772000,28772000,,,18085000,,,,,76341000,74515000,0.976081004964567,80774000,75642000,0.936464703988907,44660,Aa2,,3210138866,4158566581.41,254,0.080233656902328,23.88,5917.68,
